team1,team2,venue,toss_winner,toss_decision,winner
Punjab Kings,Mumbai Indians,Rajiv Gandhi Intl. Stadium,Punjab Kings,bat,Punjab Kings
Delhi Capitals,Punjab Kings,Ekana Cricket Stadium,Delhi Capitals,field,Delhi Capitals
Kolkata Knight Riders,Sunrisers Hyderabad,Wankhede Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders
Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,bat,Mumbai Indians
Punjab Kings,Chennai Super Kings,Rajiv Gandhi Intl. Stadium,Chennai Super Kings,field,Chennai Super Kings
Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,Punjab Kings,bat,Punjab Kings
Punjab Kings,Kolkata Knight Riders,M. Chinnaswamy Stadium,Punjab Kings,bat,Kolkata Knight Riders
Gujarat Titans,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Gujarat Titans,bat,Royal Challengers Bangalore
Sunrisers Hyderabad,Gujarat Titans,Sawai Mansingh Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad
Delhi Capitals,Mumbai Indians,M. Chinnaswamy Stadium,Delhi Capitals,field,Delhi Capitals
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,field,Kolkata Knight Riders
Delhi Capitals,Gujarat Titans,Narendra Modi Stadium,Delhi Capitals,field,Gujarat Titans
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders
Rajasthan Royals,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,field,Chennai Super Kings
Chennai Super Kings,Punjab Kings,Narendra Modi Stadium,Chennai Super Kings,field,Punjab Kings
Punjab Kings,Rajasthan Royals,M. A. Chidambaram Stadium,Rajasthan Royals,bat,Rajasthan Royals
Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi Intl. Stadium,Sunrisers Hyderabad,bat,Gujarat Titans
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,Royal Challengers Bangalore
Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,Chennai Super Kings,field,Chennai Super Kings
Mumbai Indians,Delhi Capitals,M. A. Chidambaram Stadium,Delhi Capitals,bat,Mumbai Indians
Delhi Capitals,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,Delhi Capitals
Delhi Capitals,Gujarat Titans,Rajiv Gandhi Intl. Stadium,Delhi Capitals,field,Delhi Capitals
Punjab Kings,Lucknow Super Giants,Eden Gardens,Punjab Kings,bat,Punjab Kings
